Tag title,HD folder,Geographical coordinates
España/Sanguesa,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Sanguesa/Noviembre 2013 + Tudela/,42.57;-1.2817
España/Sanguesa,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Sanguesa/Papelera/,42.57;-1.2817
España/Sant Cugat de Valles,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Sant Cugat de Valles/alquiler/,41.4722;2.0844
España/Santiago Bernabeu - Abril 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Santiago Bernabeu - Abril 2016/,40.4168;-3.7038
España/Selva de Iriati,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Selva de Iriati/Noviembre 2011/,42.9778;-1.2
España/Selva de Iriati,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Selva de Iriati/Octubre 2013/Camera1/,42.9778;-1.2
España/Selva de Iriati,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Selva de Iriati/Octubre 2013/Paty camara/,42.9778;-1.2
España/Selva de Iriati,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Selva de Iriati/Octubre 2016/Camera1/,42.9778;-1.2
España/Selva de Iriati,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Selva de Iriati/Octubre 2016/Sato/,42.9778;-1.2
España/Semana Santa Abril 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Sevilla/Semana Santa Abril 2013/Procesiones/,40.4168;-3.7038
España/Semana Santa Abril 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Sevilla/Semana Santa Abril 2013/viagem Pascoa Sul de Espanha/Mobil Monica/,40.4168;-3.7038
España/Senda Viva,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Senda Viva/,42.3194;-1.7278
España/Septiembre 2013 - Festival de Cine,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/San Sebastian/Septiembre 2013 - Festival de Cine/,40.4168;-3.7038
España/Septiembre 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Guernika/Septiembre 2016/Ciudad/,40.4168;-3.7038
España/Septiembre 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Guernika/Septiembre 2016/Otra camara/,40.4168;-3.7038
España/Septiembre 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Guernika/Septiembre 2016/Selfies y retratos/,40.4168;-3.7038
España/Sidreria - Marzo 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Hernani/Sidreria - Marzo 2011/,40.4168;-3.7038
España/Sidreria - Marzo 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Hernani/Sidreria - Marzo 2012/,40.4168;-3.7038
España/Sierra de Leire,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Sierra de Leire/Mayo 2016/,42.6667;-1.1333
España/Ski Enero 2014,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Formigal/Ski Enero 2014/,40.4168;-3.7038
España/Ski Marzo 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Formigal/Ski Marzo 2015/,40.4168;-3.7038
España/Ski Marzo 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Candachú/Ski Marzo 2016/,40.4168;-3.7038
España/Soria,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Soria/,41.7631;-2.4647
España/Sos del Rey Catolico,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Sos del Rey Catolico/Eva - Marzo 2016/,42.5;-1.2167
España/Sos del Rey Catolico,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Sos del Rey Catolico/Febrero 2016/,42.5;-1.2167
España/Tarragona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Tarragona/Abril 2012/,41.1189;1.2445
España/Tiermas,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Tiermas/Javierada + Uxue - Marzo 2012/,42.6028;-1.0406
España/Timbachata Gran Canaria,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Maspalomas/Timbachata Gran Canaria/,27.7614;-15.5897
España/Tudela,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Tudela/Guardian - 2017-09/,42.06;-1.6056
España/Tudela,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Tudela/Noviembre 2013/,42.06;-1.6056
España/Txindoki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Txindoki/Marzo 2011/,43.0667;-2.15
España/Unciti,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Unciti/Calderete/,42.7476;-1.5012
España/Villafranca del Bierzo,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Villafranca del Bierzo/,42.601;-6.8107
España/Visita Gamesa - Noviembre 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Visita Gamesa - Noviembre 2015/,40.4168;-3.7038
España/visita + Bolibar - Markina,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zumaia/visita + Bolibar - Markina/,40.4168;-3.7038
Estonia/Tallin/Parte 1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Estonia/Tallin/Parte 1/,59.437;24.7536
Estonia/Tallin/Parte 2,/media/patito/seagate/Personal/Fotos/Camera/Europa/Estonia/Tallin/Parte 2/,59.437;24.7536
Finlandia/Helsinki,/media/patito/seagate/Personal/Fotos/Camera/Europa/Finlandia/Helsinki/,60.1699;24.9384
Francia/Arette Pierre St Martin/Sidreria y Ski - Marzo 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Arette Pierre St Martin/Sidreria y Ski - Marzo 2013/,43.06;-0.757
Francia/Biarritz,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Biarritz/,43.4831;-1.5586
Francia/Bordeaux/Junio 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Bordeaux/Junio 2016/,44.8378;-0.5792
Francia/Bordeaux/visita,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Bordeaux/visita/,44.8378;-0.5792
Francia/Carcassonne,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Carcassonne/,43.213;2.3491
Francia/Chartres,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Chartres/,48.4469;1.4891
Francia/Lourdes/+ Bayona - Biarritz - Mayo 2014,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Lourdes/+ Bayona - Biarritz - Mayo 2014/,43.0956;-0.0463
Francia/Marsella,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Marsella/Fernando's Pictures/,43.2965;5.3698
Francia/Marsella,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Marsella/Shadam's pictures/,43.2965;5.3698
Francia/Nice/Nice - Adolfo,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Nice/Nice - Adolfo/,43.7102;7.262
Francia/Nice/Nice - Fer,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Nice/Nice - Fer/,43.7102;7.262
Francia/Nice/Nice - celular,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Nice/Nice - celular/,43.7102;7.262
Francia/Paris,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Paris/,48.8566;2.3522
Francia/Perpignan,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Perpignan/,42.6887;2.8948
Francia/Poitiers,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Poitiers/,46.5802;0.3404
Francia/Saint Jean Pied Du Port/2018-09-23,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Saint Jean Pied Du Port/2018-09-23/,43.1628;-1.2371
Francia/Saintes in Charente-Maritime,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Saintes in Charente-Maritime/,45.7454;-0.6333
Francia/San Juan de Luz/Junio 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/San Juan de Luz/Junio 2015/,43.3895;-1.6613
Francia/San Juan de Luz/Septiembre 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/San Juan de Luz/Septiembre 2015/,43.3895;-1.6613
Francia/Sare/Despedida Fabs - Mayo 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Sare/Despedida Fabs - Mayo 2016/,43.3105;-1.5817
Francia/Sare/Enero 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Sare/Enero 2016/,43.3105;-1.5817
Francia/Sare/Junio 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/Francia/Sare/Junio 2013/,43.3105;-1.5817
Grecia/Atenas/Visita Christos - Diciembre 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/Grecia/Atenas/Visita Christos - Diciembre 2015/,37.9838;23.7275
Guatemala/Guatemala City,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Guatemala/Guatemala City/,14.6349;-90.5069
Holanda/Amsterdam/Febrero 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/Febrero 2010/,52.3676;4.9041
Holanda/Amsterdam/ICWE13 - Julio 2011/Camera1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/ICWE13 - Julio 2011/Camera1/,52.3676;4.9041
Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Friday,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Friday/,52.3676;4.9041
Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Monday,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Monday/,52.3676;4.9041
Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Sunday,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Sunday/,52.3676;4.9041
Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Thursday,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Thursday/,52.3676;4.9041
Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Tuesday,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Tuesday/,52.3676;4.9041
Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Wednesday,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/ICWE13 - Julio 2011/Pictures Wednesday/,52.3676;4.9041
Holanda/Amsterdam/Octubre 2007/Camera1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/Octubre 2007/Camera1/,52.3676;4.9041
Holanda/Amsterdam/Octubre 2007/Sex Museum,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/Octubre 2007/Sex Museum/,52.3676;4.9041
Holanda/Amsterdam/Queens Day 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/Queens Day 2009/,52.3676;4.9041
Holanda/Amsterdam/Visita Lawrence - Junio 2008,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/Visita Lawrence - Junio 2008/,52.3676;4.9041
Holanda/Amsterdam/WindScanner WP5 meeting - Agosto 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Amsterdam/WindScanner WP5 meeting - Agosto 2015/,52.3676;4.9041
Holanda/Delft/Master 2do año/Camera1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Camera1/,52.0116;4.3571
Holanda/Delft/Master 2do año/Diciembre 2008,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Diciembre 2008/,52.0116;4.3571
Holanda/Delft/Master 2do año/Diciembre 2008 - TU Delft,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Diciembre 2008 - TU Delft/,52.0116;4.3571
Holanda/Delft/Master 2do año/Junio 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Junio 2009/,52.0116;4.3571
Holanda/Delft/Master 2do año/Marzo 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Marzo 2009/,52.0116;4.3571
Holanda/Delft/Master 2do año/Octubre 2008,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Octubre 2008/,52.0116;4.3571
Holanda/Delft/Master 2do año/Octubre 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Octubre 2009/,52.0116;4.3571
Holanda/Delft/Master 2do año/Octubre 2009 - Thesis Defense,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Octubre 2009 - Thesis Defense/,52.0116;4.3571
Holanda/Delft/Master 2do año/Septiembre 2008 - Nueva casa Delft,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Septiembre 2008 - Nueva casa Delft/,52.0116;4.3571
Holanda/Delft/Master 2do año/Septiembre 2008/2año - 5 Semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Septiembre 2008/2año - 5 Semana/,52.0116;4.3571
Holanda/Delft/Master 2do año/Septiembre 2008/2año - 6 Semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Septiembre 2008/2año - 6 Semana/,52.0116;4.3571
Holanda/Delft/Master 2do año/Septiembre 2008/2año - 7 Semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Master 2do año/Septiembre 2008/2año - 7 Semana/,52.0116;4.3571
Holanda/Delft/SOWE 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/SOWE 2016/,52.0116;4.3571
Holanda/Delft/Seminario PhD,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Delft/Seminario PhD/,52.0116;4.3571
Holanda/Eindhoven/0 semana - Viaje y llegada,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/0 semana - Viaje y llegada/,51.4416;5.4697
Holanda/Eindhoven/1 semana - Intro,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/1 semana - Intro/,51.4416;5.4697
Holanda/Eindhoven/11 semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/11 semana/,51.4416;5.4697
Holanda/Eindhoven/14 semana/Bigbrother Party(24.11.2007),/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/14 semana/Bigbrother Party(24.11.2007)/,51.4416;5.4697
Holanda/Eindhoven/14 semana/Camera1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/14 semana/Camera1/,51.4416;5.4697
Holanda/Eindhoven/15 semana/Biggestbrother,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/15 semana/Biggestbrother/,51.4416;5.4697
Holanda/Eindhoven/15 semana/Ciudad,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/15 semana/Ciudad/,51.4416;5.4697
Holanda/Eindhoven/15 semana/Drinking mate,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/15 semana/Drinking mate/,51.4416;5.4697
Holanda/Eindhoven/15 semana/ECN,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/15 semana/ECN/,51.4416;5.4697
Holanda/Eindhoven/18 semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/18 semana/,51.4416;5.4697
Holanda/Eindhoven/19 semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/19 semana/,51.4416;5.4697
Holanda/Eindhoven/2 semana/Camera1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/2 semana/Camera1/,51.4416;5.4697
Holanda/Eindhoven/2 semana/turkish dinner,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/2 semana/turkish dinner/,51.4416;5.4697
Holanda/Eindhoven/21 semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/21 semana/,51.4416;5.4697
Holanda/Eindhoven/24 semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/24 semana/,51.4416;5.4697
Holanda/Eindhoven/4 semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/4 semana/,51.4416;5.4697
Holanda/Eindhoven/48 Semana/ECN 2,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/48 Semana/ECN 2/,51.4416;5.4697
Holanda/Eindhoven/48 Semana/Excursiones,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/48 Semana/Excursiones/,51.4416;5.4697
Holanda/Eindhoven/7 semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/7 semana/,51.4416;5.4697
Holanda/Eindhoven/8 semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/8 semana/,51.4416;5.4697
Holanda/Eindhoven/Diciembre 2007,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/Diciembre 2007/,51.4416;5.4697
Holanda/Eindhoven/Mapas,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/Mapas/,51.4416;5.4697
Holanda/Eindhoven/Noviembre 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/Noviembre 2009/,51.4416;5.4697
Holanda/Eindhoven/Octubre 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/Octubre 2009/,51.4416;5.4697
Holanda/Eindhoven/Septiembre 2008/2año - 4 Semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/Septiembre 2008/2año - 4 Semana/,51.4416;5.4697
Holanda/Eindhoven/Septiembre 2008/2año - 6 Semana,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Eindhoven/Septiembre 2008/2año - 6 Semana/,51.4416;5.4697
Holanda/La Haya/DIS at WFCC - Noviembre 2008,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/La Haya/DIS at WFCC - Noviembre 2008/,52.0705;4.3007
Holanda/La Haya/Octubre 2007,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/La Haya/Octubre 2007/,52.0705;4.3007
Holanda/La Haya/Setiembre - Diciembre 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/La Haya/Setiembre - Diciembre 2009/,52.0705;4.3007
Holanda/Maastricht,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Maastricht/,50.8513;5.6909
Holanda/Rotterdam/Octubre 2007,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Rotterdam/Octubre 2007/,51.9244;4.4777
Holanda/Rotterdam/The Keringhuis,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Rotterdam/The Keringhuis/,51.9244;4.4777
Holanda/Utrecht,/media/patito/seagate/Personal/Fotos/Camera/Europa/Holanda/Utrecht/,52.0907;5.1214
Hungria/Budapest/Agosto 2011 - Vacaciones,/media/patito/seagate/Personal/Fotos/Camera/Europa/Hungria/Budapest/Agosto 2011 - Vacaciones/,47.4979;19.0402
Inglaterra/London/WRA Workshop - Abril 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/Inglaterra/London/WRA Workshop - Abril 2012/,51.5074;-0.1278
Irlanda/Dublin,/media/patito/seagate/Personal/Fotos/Camera/Europa/Irlanda/Dublin/,53.3498;-6.2603
Israel/Jerusalén/Semana Santa 2016 +Tel Aviv,/media/patito/seagate/Personal/Fotos/Camera/Asia/Israel/Jerusalén/Semana Santa 2016 +Tel Aviv/,31.7683;35.2137
Italia/Florencia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Florencia/Fernando's pictures/,43.7696;11.2558
Italia/Florencia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Florencia/Priyan's pictures/,43.7696;11.2558
Italia/Milano,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Milano/Fernando's pictures/,45.4654;9.1859
Italia/Milano,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Milano/Pryan's pictures/,45.4654;9.1859
Italia/Pisa,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Pisa/Priyan's pictures/,43.7228;10.4017
Italia/Roma,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Roma/Aryan's pictures/,41.9028;12.4964
Italia/Roma,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Roma/Fernando's pictures/,41.9028;12.4964
Italia/Roma,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Roma/Priyan's pictures/,41.9028;12.4964
Italia/Torino,/media/patito/seagate/Personal/Fotos/Camera/Europa/Italia/Torino/,45.0703;7.6869
Japón/Tokyo,/media/patito/seagate/Personal/Fotos/Camera/Asia/Japón/Tokyo/,35.6762;139.6503
Monaco/Supercup 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Monaco/Supercup 2009/,43.7384;7.4246
México/Monterey,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/México/Monterey/,25.6866;-100.3161
México/México City,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/México/México City/,19.4326;-99.1332
México/Saltillo,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/México/Saltillo/,25.4232;-100.9963
Noruega/Smola,/media/patito/seagate/Personal/Fotos/Camera/Europa/Noruega/Smola/,63.3667;8.0
Noruega/Trondheim/1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Noruega/Trondheim/1/,63.4305;10.3951
Noruega/Trondheim/2,/media/patito/seagate/Personal/Fotos/Camera/Europa/Noruega/Trondheim/2/,63.4305;10.3951
Noruega/Trondheim/3,/media/patito/seagate/Personal/Fotos/Camera/Europa/Noruega/Trondheim/3/,63.4305;10.3951
Noruega/Trondheim/Daniel's,/media/patito/seagate/Personal/Fotos/Camera/Europa/Noruega/Trondheim/Daniel's/,63.4305;10.3951
Perú/Lima,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Perú/Lima/,-12.0464;-77.0428
Polonia/Auschwitz,/media/patito/seagate/Personal/Fotos/Camera/Europa/Polonia/Auschwitz/,50.0264;19.204
Polonia/Kraków,/media/patito/seagate/Personal/Fotos/Camera/Europa/Polonia/Kraków/,50.0647;19.945
Polonia/Wrocław,/media/patito/seagate/Personal/Fotos/Camera/Europa/Polonia/Wrocław/,51.1079;17.0385
Portugal/Cascais/Agosto 2011 - Viaje arreglos del Cogumelo,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Agosto 2011 - Viaje arreglos del Cogumelo/,38.6969;-9.4227
Portugal/Cascais/Cogumelo arreglo ABS - Octubre 2012 + Badajoz - Elvas - Evora,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Cogumelo arreglo ABS - Octubre 2012 + Badajoz - Elvas - Evora/,38.6969;-9.4227
Portugal/Cascais/Diciembre 2014,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Diciembre 2014/,38.6969;-9.4227
Portugal/Cascais/Entrevista - Julio 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Entrevista - Julio 2009/,38.6969;-9.4227
Portugal/Cascais/Inmobiliaria,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Inmobiliaria/,38.6969;-9.4227
Portugal/Cascais/Marzo 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Marzo 2013/,38.6969;-9.4227
Portugal/Cascais/Navidad 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Navidad 2012/,38.6969;-9.4227
Portugal/Cascais/Retorno Monica - Agosto 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Retorno Monica - Agosto 2015/,38.6969;-9.4227
Portugal/Cascais/Vacaciones 1 - Agosto 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Vacaciones 1 - Agosto 2010/,38.6969;-9.4227
Portugal/Cascais/Vacaciones 2 - Agosto 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Vacaciones 2 - Agosto 2010/,38.6969;-9.4227
Portugal/Cascais/Vacaciones 3 - Agosto 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Vacaciones 3 - Agosto 2010/,38.6969;-9.4227
Portugal/Cascais/Vacaciones norte-sur - Agosto 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/Vacaciones norte-sur - Agosto 2013/,38.6969;-9.4227
Portugal/Cascais/pastelaria Pingo doce,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Cascais/pastelaria Pingo doce/,38.6969;-9.4227
Portugal/Coimbra/Boda Tita - Julio 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Coimbra/Boda Tita - Julio 2012/,40.2033;-8.4103
Portugal/Fátima/Febrero 2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Fátima/Febrero 2009/,39.6341;-8.6735
Portugal/Guimaraes/Diciembre 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Guimaraes/Diciembre 2011/,41.4429;-8.2969
Portugal/Lisboa/2009,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Lisboa/2009/,38.7223;-9.1393
Portugal/Nazaré,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Nazaré/,39.6018;-9.0705
Portugal/Peniche,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Peniche/,39.3561;-9.3811
Portugal/Perdigao/Agosto 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Perdigao/Agosto 2015/,39.7143;-7.7517
Portugal/Porto/Boda Ferraz - Julio 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Porto/Boda Ferraz - Julio 2011/,41.1579;-8.6291
Portugal/Porto/Febrero 2014 - Windscanner,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Porto/Febrero 2014 - Windscanner/,41.1579;-8.6291
Portugal/Porto/Julio 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Porto/Julio 2012/,41.1579;-8.6291
Portugal/Sintra/Diciembre 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Sintra/Diciembre 2013/,38.8029;-9.3817
Portugal/Visita agosto 2008/Belem,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Belem/,38.7223;-9.1393
Portugal/Visita agosto 2008/Ericeira,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Ericeira/,38.7223;-9.1393
Portugal/Visita agosto 2008/Lisboa/Parte 10,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Lisboa/Parte 10/,38.7223;-9.1393
Portugal/Visita agosto 2008/Lisboa/Parte 11,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Lisboa/Parte 11/,38.7223;-9.1393
Portugal/Visita agosto 2008/Lisboa/Parte 4,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Lisboa/Parte 4/,38.7223;-9.1393
